,name,url,star_count,license,contributor_count,size,watchers_count,forks,github_pages,open_issues,topics_count,created_at,updated_at,allow_forking,licence
4508,Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,9645,MIT License,30.0,17164,9645,621,False,54,17,2019-07-16T20:20:39Z,2022-04-07T03:02:04Z,True,
4509,tflearn/tflearn,https://github.com/tflearn/tflearn,9582,Other,30.0,1589,9582,2432,False,566,6,2016-03-31T12:05:53Z,2022-04-05T11:59:20Z,True,
4510,samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,9585,MIT License,30.0,4367,9585,904,False,553,10,2017-05-03T21:23:58Z,2022-04-07T13:51:33Z,True,
4511,ManimCommunity/manim,https://github.com/ManimCommunity/manim,9581,MIT License,30.0,33128,9581,837,False,351,4,2020-05-19T02:37:13Z,2022-04-07T13:51:30Z,True,
4512,Theano/Theano,https://github.com/Theano/Theano,9552,Other,30.0,68088,9552,2505,False,682,0,2011-08-10T03:48:06Z,2022-04-05T07:59:51Z,True,
4513,dbader/schedule,https://github.com/dbader/schedule,9533,MIT License,30.0,349,9533,842,False,133,0,2013-05-19T12:51:20Z,2022-04-06T18:27:40Z,True,
4514,iterative/dvc,https://github.com/iterative/dvc,9523,Apache License 2.0,30.0,14955,9523,918,False,617,10,2017-03-04T08:16:33Z,2022-04-07T12:15:04Z,True,
4515,RunaCapital/awesome-oss-alternatives,https://github.com/RunaCapital/awesome-oss-alternatives,9539,,30.0,797,9539,470,False,23,9,2021-11-15T09:38:58Z,2022-04-07T14:19:08Z,True,Not Found
4516,vipstone/faceai,https://github.com/vipstone/faceai,9449,MIT License,4.0,40473,9449,2353,False,34,5,2018-04-17T08:44:17Z,2022-04-07T09:50:21Z,True,
4517,frida/frida,https://github.com/frida/frida,9435,Other,30.0,20926,9435,1069,False,1008,3,2013-04-12T22:35:05Z,2022-04-07T13:30:25Z,True,
4518,scipy/scipy,https://github.com/scipy/scipy,9424,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,145249,9424,4183,False,1773,5,2011-03-09T18:52:03Z,2022-04-07T13:57:22Z,True,
4519,nbedos/termtosvg,https://github.com/nbedos/termtosvg,9383,"BSD 3-Clause ""New"" or ""Revised"" License",13.0,1400,9383,417,True,12,8,2018-06-09T13:52:09Z,2022-04-05T16:10:42Z,True,
4520,lyhue1991/eat_tensorflow2_in_30_days,https://github.com/lyhue1991/eat_tensorflow2_in_30_days,9384,Apache License 2.0,3.0,61313,9384,2389,True,25,4,2020-02-15T09:00:37Z,2022-04-07T05:33:43Z,True,
4521,pwxcoo/chinese-xinhua,https://github.com/pwxcoo/chinese-xinhua,9317,MIT License,3.0,36271,9317,2208,False,26,12,2018-02-05T02:51:53Z,2022-04-07T11:09:55Z,True,
4522,matrix-org/synapse,https://github.com/matrix-org/synapse,9273,Apache License 2.0,30.0,186180,9273,1715,True,1377,3,2014-08-11T15:51:42Z,2022-04-06T21:49:07Z,True,
4523,mwaskom/seaborn,https://github.com/mwaskom/seaborn,9288,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,53090,9288,1578,False,117,5,2012-06-18T18:41:19Z,2022-04-07T07:52:54Z,True,
4524,dmlc/dgl,https://github.com/dmlc/dgl,9269,Apache License 2.0,30.0,17775,9269,2145,False,288,2,2018-04-20T14:49:09Z,2022-04-07T15:21:49Z,True,
4525,NVlabs/stylegan2,https://github.com/NVlabs/stylegan2,9302,Other,3.0,594,9302,2273,True,26,0,2019-11-26T20:52:23Z,2022-04-07T15:08:58Z,True,
4526,wistbean/learn_python3_spider,https://github.com/wistbean/learn_python3_spider,9324,MIT License,8.0,22509,9324,2589,False,16,3,2019-04-02T20:19:54Z,2022-04-07T14:59:12Z,True,
4527,Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,9256,,7.0,29620,9256,2187,False,48,2,2019-11-19T17:24:16Z,2022-04-07T11:23:05Z,True,Not Found
4528,lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,9267,MIT License,15.0,8319,9267,1537,False,84,5,2020-10-03T22:47:24Z,2022-04-07T15:31:30Z,True,
4529,deepmind/sonnet,https://github.com/deepmind/sonnet,9246,Apache License 2.0,30.0,16717,9246,1322,True,28,5,2017-04-03T11:34:35Z,2022-04-07T09:11:27Z,True,
4530,darknessomi/musicbox,https://github.com/darknessomi/musicbox,9260,MIT License,30.0,1869,9260,1590,False,228,4,2014-08-05T03:28:24Z,2022-04-07T10:22:11Z,True,
4531,cookiecutter/cookiecutter-django,https://github.com/cookiecutter/cookiecutter-django,9231,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,6682,9231,2391,False,118,10,2013-08-14T17:43:31Z,2022-04-07T08:21:47Z,True,
4532,programthink/zhao,https://github.com/programthink/zhao,9258,GNU General Public License v3.0,1.0,72400,9258,2399,False,302,0,2016-02-28T15:38:57Z,2022-04-07T08:56:56Z,True,
4533,tgbot-collection/YYeTsBot,https://github.com/tgbot-collection/YYeTsBot,9782,MIT License,5.0,16132,9782,1434,False,6,6,2019-08-15T07:50:56Z,2022-04-07T15:32:55Z,True,
4534,wilsonfreitas/awesome-quant,https://github.com/wilsonfreitas/awesome-quant,9173,,30.0,747,9173,1633,False,3,20,2015-09-30T09:53:49Z,2022-04-07T10:50:53Z,True,Not Found
4535,Zulko/moviepy,https://github.com/Zulko/moviepy,9111,MIT License,30.0,41593,9111,1234,True,281,7,2013-08-12T09:39:28Z,2022-04-07T11:40:56Z,True,
4536,coleifer/peewee,https://github.com/coleifer/peewee,9060,MIT License,30.0,15915,9060,1333,False,1,5,2010-10-11T20:14:11Z,2022-04-07T09:30:49Z,True,
4537,jindongwang/transferlearning,https://github.com/jindongwang/transferlearning,9066,MIT License,30.0,37265,9066,3178,True,3,20,2017-04-30T11:32:21Z,2022-04-07T13:47:34Z,True,
4538,fossasia/visdom,https://github.com/fossasia/visdom,9066,Apache License 2.0,30.0,29752,9066,1091,False,97,0,2017-01-25T17:59:45Z,2022-04-06T09:02:29Z,True,
4539,sympy/sympy,https://github.com/sympy/sympy,9031,Other,30.0,153352,9031,3634,False,4412,5,2010-04-30T20:37:14Z,2022-04-07T15:31:32Z,True,
4540,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,9032,Other,30.0,51104,9032,1781,False,316,8,2011-11-23T11:05:56Z,2022-04-07T11:44:56Z,True,
4541,Textualize/textual,https://github.com/Textualize/textual,9012,MIT License,29.0,4149,9012,238,False,57,4,2021-04-08T15:24:47Z,2022-04-07T14:46:22Z,True,
4542,harelba/q,https://github.com/harelba/q,8982,GNU General Public License v3.0,20.0,3189,8982,383,True,89,13,2012-01-30T21:12:09Z,2022-04-06T22:26:10Z,True,
4543,apenwarr/sshuttle,https://github.com/apenwarr/sshuttle,8960,Other,29.0,1143,8960,662,False,21,0,2010-05-02T06:50:16Z,2022-04-06T17:11:23Z,True,
4544,eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee/eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,https://github.com/eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee/eeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,8903,,30.0,1236,8903,698,False,226,2,2018-11-08T04:09:47Z,2022-04-07T05:49:25Z,True,Not Found
4545,thumbor/thumbor,https://github.com/thumbor/thumbor,8895,MIT License,30.0,51637,8895,760,False,11,0,2011-03-16T17:30:05Z,2022-04-07T12:54:33Z,True,
4546,rushter/MLAlgorithms,https://github.com/rushter/MLAlgorithms,8878,MIT License,25.0,11924,8878,1566,False,8,5,2016-10-05T06:46:45Z,2022-04-07T14:06:21Z,True,
4547,Gallopsled/pwntools,https://github.com/Gallopsled/pwntools,8881,Other,30.0,27282,8881,1496,False,151,19,2013-04-29T14:43:03Z,2022-04-07T11:46:40Z,True,
4548,bbfamily/abu,https://github.com/bbfamily/abu,8899,GNU General Public License v3.0,2.0,98941,8899,3189,False,2,11,2016-09-19T15:31:53Z,2022-04-07T11:53:27Z,True,
4549,sfyc23/EverydayWechat,https://github.com/sfyc23/EverydayWechat,8852,MIT License,13.0,359,8852,2140,False,19,10,2019-03-11T17:38:45Z,2022-04-07T10:03:11Z,True,
4550,x-hw/amazing-qr,https://github.com/x-hw/amazing-qr,8916,GNU General Public License v3.0,4.0,8228,8916,1443,False,52,6,2016-08-25T12:51:42Z,2022-04-07T14:55:59Z,True,
4551,Dod-o/Statistical-Learning-Method_Code,https://github.com/Dod-o/Statistical-Learning-Method_Code,8820,,3.0,51516,8820,2606,False,14,3,2018-11-15T15:33:17Z,2022-04-07T10:49:33Z,True,Not Found
4552,OWASP/owasp-mstg,https://github.com/OWASP/owasp-mstg,8812,Creative Commons Attribution Share Alike 4.0 International,30.0,383409,8812,1883,False,124,18,2016-09-30T08:22:29Z,2022-04-07T04:16:11Z,True,
4553,facebookresearch/maskrcnn-benchmark,https://github.com/facebookresearch/maskrcnn-benchmark,8803,MIT License,30.0,6842,8803,2518,False,522,0,2018-10-24T17:34:50Z,2022-04-06T09:03:43Z,True,
4554,facebook/chisel,https://github.com/facebook/chisel,8770,MIT License,30.0,3522,8770,787,False,44,0,2014-02-21T18:24:17Z,2022-04-06T10:42:17Z,True,
4555,aws/chalice,https://github.com/aws/chalice,8789,Apache License 2.0,30.0,9798,8789,914,True,374,10,2016-05-27T23:27:13Z,2022-04-07T13:48:51Z,True,
4556,falconry/falcon,https://github.com/falconry/falcon,8737,Apache License 2.0,30.0,6945,8737,872,False,171,10,2012-12-06T18:17:51Z,2022-04-07T14:08:38Z,True,
4557,coursera-dl/coursera-dl,https://github.com/coursera-dl/coursera-dl,8725,GNU Lesser General Public License v3.0,30.0,1808,8725,2084,True,177,9,2012-03-21T21:07:15Z,2022-04-07T05:49:47Z,True,
4558,facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,8720,MIT License,30.0,95410,8720,1820,False,92,0,2017-04-24T17:10:44Z,2022-04-07T06:59:45Z,True,
4559,PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,8682,Apache License 2.0,30.0,76333,8682,850,False,478,12,2018-06-29T21:59:26Z,2022-04-07T11:49:40Z,True,
4560,amueller/word_cloud,https://github.com/amueller/word_cloud,8691,MIT License,30.0,119762,8691,2188,True,114,0,2012-11-04T22:57:59Z,2022-04-07T10:13:17Z,True,
4561,SecureAuthCorp/impacket,https://github.com/SecureAuthCorp/impacket,8668,Other,30.0,7877,8668,2607,False,217,10,2015-04-15T14:04:07Z,2022-04-07T15:26:39Z,True,
4562,tweepy/tweepy,https://github.com/tweepy/tweepy,8659,MIT License,30.0,14433,8659,3929,False,64,3,2009-07-06T04:15:34Z,2022-04-07T13:18:55Z,True,
4563,django-cms/django-cms,https://github.com/django-cms/django-cms,8651,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,96547,8651,2767,False,264,6,2009-03-05T10:14:18Z,2022-04-07T09:37:33Z,True,
4564,seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,8639,GNU General Public License v2.0,30.0,336,8639,880,False,108,0,2011-07-08T19:32:34Z,2022-04-07T13:26:42Z,True,
4565,eriklindernoren/Keras-GAN,https://github.com/eriklindernoren/Keras-GAN,8617,MIT License,14.0,90527,8617,3078,False,136,5,2017-07-11T16:24:53Z,2022-04-07T15:07:43Z,True,
4566,pytest-dev/pytest,https://github.com/pytest-dev/pytest,8600,MIT License,30.0,28719,8600,2001,False,760,5,2015-06-15T20:28:27Z,2022-04-07T13:56:55Z,True,
4567,mailpile/Mailpile,https://github.com/mailpile/Mailpile,8574,Other,30.0,25734,8574,1047,False,412,7,2011-10-30T23:45:22Z,2022-04-06T09:23:06Z,True,
4568,facebookresearch/detr,https://github.com/facebookresearch/detr,8612,Apache License 2.0,23.0,13157,8612,1535,False,155,0,2020-05-26T23:54:52Z,2022-04-07T15:33:45Z,True,
4569,s0md3v/Photon,https://github.com/s0md3v/Photon,8550,GNU General Public License v3.0,19.0,359,8550,1276,False,41,5,2018-03-30T19:38:22Z,2022-04-07T08:03:13Z,True,
4570,encode/httpx,https://github.com/encode/httpx,8536,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,5198,8536,570,True,41,4,2019-04-04T12:27:00Z,2022-04-07T13:59:15Z,True,
4571,ultralytics/yolov3,https://github.com/ultralytics/yolov3,8520,GNU General Public License v3.0,30.0,9547,8520,3143,True,8,13,2018-08-26T08:57:20Z,2022-04-07T14:35:20Z,True,
4572,EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,8503,GNU Lesser General Public License v3.0,30.0,79030,8503,1464,True,247,14,2015-11-03T21:08:40Z,2022-04-07T13:48:50Z,True,
4573,aws/serverless-application-model,https://github.com/aws/serverless-application-model,8475,Other,30.0,9756,8475,2173,False,247,8,2016-10-10T21:36:18Z,2022-04-07T10:13:54Z,True,
4574,tiangolo/full-stack-fastapi-postgresql,https://github.com/tiangolo/full-stack-fastapi-postgresql,8557,MIT License,16.0,831,8557,1530,False,191,20,2019-02-23T15:08:34Z,2022-04-07T14:46:03Z,True,
4575,Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,8457,"BSD 3-Clause ""New"" or ""Revised"" License",20.0,532,8457,1791,False,92,6,2017-04-09T15:54:23Z,2022-04-07T06:55:36Z,True,
4576,scrapinghub/portia,https://github.com/scrapinghub/portia,8444,Other,30.0,25514,8444,1361,False,124,0,2014-03-21T14:24:31Z,2022-04-06T20:06:04Z,True,
4577,mementum/backtrader,https://github.com/mementum/backtrader,8471,GNU General Public License v3.0,30.0,22392,8471,2695,False,42,4,2015-01-10T07:14:52Z,2022-04-07T14:47:11Z,True,
4578,httpie/http-prompt,https://github.com/httpie/http-prompt,8430,MIT License,28.0,736,8430,333,True,49,17,2016-04-06T07:24:35Z,2022-04-06T11:21:53Z,True,
4579,pallets/jinja,https://github.com/pallets/jinja,8428,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,6290,8428,1482,False,33,6,2010-10-17T13:41:17Z,2022-04-07T13:59:14Z,True,
4580,keras-team/autokeras,https://github.com/keras-team/autokeras,8409,Apache License 2.0,30.0,45083,8409,1359,True,82,9,2017-11-19T23:18:20Z,2022-04-07T13:51:18Z,True,
4581,aristocratos/bpytop,https://github.com/aristocratos/bpytop,8425,Apache License 2.0,30.0,1343,8425,338,False,65,0,2020-07-01T17:41:25Z,2022-04-07T09:24:47Z,True,
4582,cyrus-and/gdb-dashboard,https://github.com/cyrus-and/gdb-dashboard,8377,MIT License,16.0,375,8377,631,False,11,19,2015-09-09T16:53:23Z,2022-04-07T14:09:00Z,True,
4583,lk-geimfari/awesomo,https://github.com/lk-geimfari/awesomo,8328,Other,30.0,1284,8328,623,False,10,19,2016-12-13T17:44:11Z,2022-04-06T09:48:59Z,True,
4584,lauris/awesome-scala,https://github.com/lauris/awesome-scala,8342,Apache License 2.0,30.0,1706,8342,1259,False,1,5,2014-07-08T08:13:52Z,2022-04-07T12:27:02Z,True,
4585,ytisf/theZoo,https://github.com/ytisf/theZoo,8302,Other,17.0,1041055,8302,2143,True,54,6,2014-01-09T18:55:35Z,2022-04-07T13:39:20Z,True,
4586,microsoft/qlib,https://github.com/microsoft/qlib,8275,MIT License,30.0,15573,8275,1454,False,164,18,2020-08-14T06:46:00Z,2022-04-07T14:09:09Z,True,
4587,giampaolo/psutil,https://github.com/giampaolo/psutil,8258,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,35459,8258,1231,False,238,16,2014-05-23T14:01:48Z,2022-04-07T09:57:17Z,True,
4588,nodejs/node-gyp,https://github.com/nodejs/node-gyp,8266,MIT License,30.0,4922,8266,1603,False,158,5,2012-02-03T05:50:50Z,2022-04-07T11:29:51Z,True,
4589,benoitc/gunicorn,https://github.com/benoitc/gunicorn,8238,Other,30.0,4363,8238,1545,True,436,5,2009-11-30T18:18:08Z,2022-04-07T08:35:01Z,True,
4590,wkentaro/labelme,https://github.com/wkentaro/labelme,8267,Other,30.0,46225,8267,2529,False,139,9,2016-05-09T12:30:26Z,2022-04-07T14:30:10Z,True,
4591,rq/rq,https://github.com/rq/rq,8218,Other,30.0,3670,8218,1282,True,188,11,2011-11-14T10:53:48Z,2022-04-07T14:12:49Z,True,
4592,clips/pattern,https://github.com/clips/pattern,8191,"BSD 3-Clause ""New"" or ""Revised"" License",19.0,52330,8191,1584,False,172,7,2011-05-03T15:29:01Z,2022-04-05T22:49:22Z,True,
4593,ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,8186,Apache License 2.0,30.0,22123,8186,980,False,178,17,2018-12-27T23:58:12Z,2022-04-07T14:45:00Z,True,
4594,borgbackup/borg,https://github.com/borgbackup/borg,8177,Other,30.0,22863,8177,624,False,604,11,2015-05-12T23:10:47Z,2022-04-07T09:55:34Z,True,
4595,MrS0m30n3/youtube-dl-gui,https://github.com/MrS0m30n3/youtube-dl-gui,8195,The Unlicense,22.0,2329,8195,1488,True,188,14,2014-03-01T17:11:10Z,2022-04-07T11:00:39Z,True,
4596,Yorko/mlcourse.ai,https://github.com/Yorko/mlcourse.ai,8157,Other,3.0,398527,8157,5392,True,3,17,2017-02-27T08:32:20Z,2022-04-07T12:54:07Z,True,
4597,30-seconds/30-seconds-of-python,https://github.com/30-seconds/30-seconds-of-python,8128,Creative Commons Attribution 4.0 International,30.0,68456,8128,1236,False,2,8,2018-01-08T12:17:16Z,2022-04-06T13:30:43Z,True,
4598,ReFirmLabs/binwalk,https://github.com/ReFirmLabs/binwalk,8131,MIT License,30.0,45199,8131,1252,False,142,0,2013-11-15T20:45:40Z,2022-04-07T08:17:40Z,True,
4599,sloria/TextBlob,https://github.com/sloria/TextBlob,8100,MIT License,27.0,7872,8100,1077,False,102,7,2013-06-30T18:29:18Z,2022-04-05T09:23:15Z,True,
4600,albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,9972,MIT License,30.0,101857,9972,1282,False,280,12,2018-06-06T03:10:50Z,2022-04-07T09:33:51Z,True,
4601,zalandoresearch/fashion-mnist,https://github.com/zalandoresearch/fashion-mnist,9915,MIT License,12.0,108395,9915,2572,False,24,11,2017-08-25T12:05:15Z,2022-04-07T12:29:30Z,True,
4602,Embedding/Chinese-Word-Vectors,https://github.com/Embedding/Chinese-Word-Vectors,9878,Apache License 2.0,2.0,1477,9878,2166,False,42,6,2018-01-09T09:48:49Z,2022-04-07T13:03:19Z,True,
4603,MorvanZhou/tutorials,https://github.com/MorvanZhou/tutorials,9847,MIT License,6.0,62652,9847,5593,False,13,9,2016-05-29T13:29:44Z,2022-04-07T12:14:41Z,True,
4604,dask/dask,https://github.com/dask/dask,9752,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,52238,9752,1467,False,719,8,2015-01-04T18:50:00Z,2022-04-07T12:12:48Z,True,
4605,PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,9747,GNU Lesser General Public License v3.0,18.0,228162,9747,1467,True,646,20,2018-07-11T18:28:58Z,2022-04-07T12:56:53Z,True,
4606,alexjc/neural-doodle,https://github.com/alexjc/neural-doodle,9744,GNU Affero General Public License v3.0,3.0,5380,9744,915,False,50,5,2016-03-05T23:35:18Z,2022-04-05T20:33:21Z,True,
4607,python-pillow/Pillow,https://github.com/python-pillow/Pillow,9641,Other,30.0,81290,9641,1828,True,112,8,2012-07-24T21:38:39Z,2022-04-07T02:54:08Z,True,
4608,Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,9645,MIT License,30.0,17164,9645,621,False,54,17,2019-07-16T20:20:39Z,2022-04-07T03:02:04Z,True,
4609,tflearn/tflearn,https://github.com/tflearn/tflearn,9582,Other,30.0,1589,9582,2432,False,566,6,2016-03-31T12:05:53Z,2022-04-05T11:59:20Z,True,
4610,samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,9585,MIT License,30.0,4367,9585,904,False,553,10,2017-05-03T21:23:58Z,2022-04-07T13:51:33Z,True,
4611,ManimCommunity/manim,https://github.com/ManimCommunity/manim,9581,MIT License,30.0,33128,9581,837,False,351,4,2020-05-19T02:37:13Z,2022-04-07T13:51:30Z,True,
4612,Theano/Theano,https://github.com/Theano/Theano,9552,Other,30.0,68088,9552,2505,False,682,0,2011-08-10T03:48:06Z,2022-04-05T07:59:51Z,True,
4613,dbader/schedule,https://github.com/dbader/schedule,9533,MIT License,30.0,349,9533,842,False,133,0,2013-05-19T12:51:20Z,2022-04-06T18:27:40Z,True,
4614,iterative/dvc,https://github.com/iterative/dvc,9523,Apache License 2.0,30.0,14955,9523,918,False,617,10,2017-03-04T08:16:33Z,2022-04-07T12:15:04Z,True,
4615,RunaCapital/awesome-oss-alternatives,https://github.com/RunaCapital/awesome-oss-alternatives,9539,,30.0,797,9539,470,False,23,9,2021-11-15T09:38:58Z,2022-04-07T14:19:08Z,True,Not Found
4616,vipstone/faceai,https://github.com/vipstone/faceai,9449,MIT License,4.0,40473,9449,2353,False,34,5,2018-04-17T08:44:17Z,2022-04-07T09:50:21Z,True,
4617,frida/frida,https://github.com/frida/frida,9435,Other,30.0,20926,9435,1069,False,1008,3,2013-04-12T22:35:05Z,2022-04-07T13:30:25Z,True,
4618,scipy/scipy,https://github.com/scipy/scipy,9424,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,145249,9424,4183,False,1773,5,2011-03-09T18:52:03Z,2022-04-07T13:57:22Z,True,
4619,nbedos/termtosvg,https://github.com/nbedos/termtosvg,9383,"BSD 3-Clause ""New"" or ""Revised"" License",13.0,1400,9383,417,True,12,8,2018-06-09T13:52:09Z,2022-04-05T16:10:42Z,True,
4620,lyhue1991/eat_tensorflow2_in_30_days,https://github.com/lyhue1991/eat_tensorflow2_in_30_days,9384,Apache License 2.0,3.0,61313,9384,2389,True,25,4,2020-02-15T09:00:37Z,2022-04-07T05:33:43Z,True,
4621,pwxcoo/chinese-xinhua,https://github.com/pwxcoo/chinese-xinhua,9317,MIT License,3.0,36271,9317,2208,False,26,12,2018-02-05T02:51:53Z,2022-04-07T11:09:55Z,True,
4622,matrix-org/synapse,https://github.com/matrix-org/synapse,9273,Apache License 2.0,30.0,186180,9273,1715,True,1377,3,2014-08-11T15:51:42Z,2022-04-06T21:49:07Z,True,
4623,mwaskom/seaborn,https://github.com/mwaskom/seaborn,9288,"BSD 3-Clause ""New"" or ""Revised"" License",30.0,53090,9288,1578,False,117,5,2012-06-18T18:41:19Z,2022-04-07T07:52:54Z,True,
4624,dmlc/dgl,https://github.com/dmlc/dgl,9269,Apache License 2.0,30.0,17775,9269,2145,False,288,2,2018-04-20T14:49:09Z,2022-04-07T15:21:49Z,True,
4625,NVlabs/stylegan2,https://github.com/NVlabs/stylegan2,9302,Other,3.0,594,9302,2273,True,26,0,2019-11-26T20:52:23Z,2022-04-07T15:08:58Z,True,
4626,wistbean/learn_python3_spider,https://github.com/wistbean/learn_python3_spider,9324,MIT License,8.0,22509,9324,2589,False,16,3,2019-04-02T20:19:54Z,2022-04-07T14:59:12Z,True,
4627,Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,9256,,7.0,29620,9256,2187,False,48,2,2019-11-19T17:24:16Z,2022-04-07T11:23:05Z,True,Not Found
4628,lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,9267,MIT License,15.0,8319,9267,1537,False,84,5,2020-10-03T22:47:24Z,2022-04-07T15:31:30Z,True,
4629,deepmind/sonnet,https://github.com/deepmind/sonnet,9246,Apache License 2.0,30.0,16717,9246,1322,True,28,5,2017-04-03T11:34:35Z,2022-04-07T09:11:27Z,True,
4630,darknessomi/musicbox,https://github.com/darknessomi/musicbox,9260,MIT License,30.0,1869,9260,1590,False,228,4,2014-08-05T03:28:24Z,2022-04-07T10:22:11Z,True,
